Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID
HPQ,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,48.0523,3
HPQ,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,2.4291,3
HPQ,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,7.05944,3
HPQ,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,16.003,3
HPQ,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,22.8788,3
HPQ,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,26.1757,3
HPQ,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,38.879,3
HPQ,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,49.0332,3
HPQ,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,64.1369,3
HPQ,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,72.0784,3
HPQ,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,2.02425,3
HPQ,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,5.88287,3
HPQ,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,13.3358,3
HPQ,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,19.0656,3
HPQ,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,21.8131,3
HPQ,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,32.3992,3
HPQ,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,40.861,3
HPQ,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,53.4474,3
HPQ,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,60.0653,3
HPQ,  Transition Risk,Technology,New technology ,RCP8.5,2010,1.41697,3
HPQ,  Transition Risk,Technology,New technology ,RCP8.5,2020,4.11801,3
HPQ,  Transition Risk,Technology,New technology ,RCP8.5,2030,9.33508,3
HPQ,  Transition Risk,Technology,New technology ,RCP8.5,2040,13.3459,3
HPQ,  Transition Risk,Technology,New technology ,RCP8.5,2050,15.2692,3
HPQ,  Transition Risk,Technology,New technology ,RCP8.5,2060,22.6794,3
HPQ,  Transition Risk,Technology,New technology ,RCP8.5,2070,28.6027,3
HPQ,  Transition Risk,Technology,New technology ,RCP8.5,2080,37.4132,3
HPQ,  Transition Risk,Technology,New technology ,RCP8.5,2090,42.0457,3
HPQ,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0.607275,3
HPQ,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,1.76486,3
HPQ,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,4.00075,3
HPQ,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,5.71969,3
HPQ,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,6.54394,3
HPQ,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,9.71974,3
HPQ,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,12.2583,3
HPQ,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,16.0342,3
HPQ,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,18.0196,3
HPQ,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,1.01212,3
HPQ,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,2.94144,3
HPQ,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,6.66791,3
HPQ,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,9.53283,3
HPQ,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,10.9066,3
HPQ,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,16.1996,3
HPQ,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,20.4305,3
HPQ,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,26.7237,3
HPQ,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,30.0327,3
HPQ,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,14.1698,3
HPQ,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,41.1801,3
HPQ,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,93.3507,3
HPQ,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,133.459,3
HPQ,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,152.692,3
HPQ,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,226.794,3
HPQ,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,286.027,3
HPQ,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,374.132,3
HPQ,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,420.457,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,20.2425,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,58.8287,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,133.358,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,190.656,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,218.131,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,323.992,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,408.61,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,534.474,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,600.653,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,3.64365,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,10.5892,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,24.0045,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,34.3181,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,39.2635,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,58.3185,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,73.5497,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,96.2053,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,108.118,3
